"name","openinggross","theathers","tconst","titleType","originalTitle","isAdult","startYear","runtimeMinutes","genres","nconst","primaryName","primaryProfession","knownForTitles"
"Bridge to Terabithia","$22,564,612",3139,"tt0088853","tvMovie","Bridge to Terabithia",FALSE,1985,60,"Drama,Family","nm0863254","Eric Till","director,producer,writer","tt1047809,tt0250264,tt0309820,tt0084117"
"Training Day","$22,550,788",2712,"tt0139654","movie","Training Day",FALSE,2001,122,"Action,Crime,Drama","nm0298807","Antoine Fuqua","producer,director,actor","tt1798684,tt0455944,tt0139654,tt2404435"
"Dick Tracy","$22,543,911",2332,"tt0028785","movie","Dick Tracy",FALSE,1937,290,"Action,Comedy,Crime","nm0416258,nm0853028",NA,NA,NA
"Saw 3D","$22,530,123",2808,"tt1477076","movie","Saw 3D",FALSE,2010,90,"Horror,Mystery","nm0340436","Kevin Greutert","editor,editorial_department,director","tt1233227,tt0482606,tt21807222,tt2300975"
"The Mask of Zorro","$22,525,855",2515,"tt0120746","movie","The Mask of Zorro",FALSE,1998,136,"Action,Adventure,Comedy","nm0132709","Martin Campbell","director,producer,actor","tt0190865,tt1226273,tt0381061,tt0113189"
"Heaven Is for Real","$22,522,221",2417,"tt1929263","movie","Heaven Is for Real",FALSE,2014,99,"Biography,Drama,Family","nm0908824","Randall Wallace","writer,producer,director","tt0213149,tt0277434,tt0112573,tt1028576"
"The Lucky One","$22,518,358",3155,"tt0135676","movie","O tyherakias",FALSE,1968,80,"Comedy","nm0856915","Errikos Thalassinos","director,writer,soundtrack","tt0231689,tt0231939,tt0232086,tt0232790"
"Shallow Hal","$22,518,295",2770,"tt0256380","movie","Shallow Hal",FALSE,2001,114,"Comedy,Drama,Fantasy","nm0125803,nm0268380",NA,NA,NA
"Star Wars: Episode I - The Phantom Menace2012 3D Release","$22,469,932",2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life of Pi","$22,451,514",2927,"tt0454876","movie","Life of Pi",FALSE,2012,127,"Adventure,Drama,Fantasy","nm0000487","Ang Lee","director,producer,writer","tt0190332,tt0454876,tt0808357,tt0107156"
"The Social Network","$22,445,653",2771,"tt1285016","movie","The Social Network",FALSE,2010,120,"Biography,Drama","nm0000399","David Fincher","producer,director,writer","tt0443706,tt2267998,tt1285016,tt0114369"
"The Patriot","$22,413,710",3061,"tt0007160","movie","The Patriot",FALSE,1916,50,"Western","nm0366586","William S. Hart","actor,director,producer","tt0008362,tt0009550,tt0009600,tt0010476"
"Contagion","$22,403,596",3222,"tt0123733","video","Contagion",FALSE,1987,90,"Comedy,Horror","nm0959052","Karl Zwicky","director,producer,writer","tt0101145,tt0096381,tt0292414,tt0187636"
"Now You See Me 2","$22,383,146",3232,"tt3110958","movie","Now You See Me 2",FALSE,2016,129,"Action,Adventure,Comedy","nm0160840","Jon M. Chu","producer,writer,director","tt1023481,tt1583421,tt1702443,tt3110958"
"Walk the Line","$22,347,341",2961,"tt0358273","movie","Walk the Line",FALSE,2005,136,"Biography,Drama,Music","nm0003506","James Mangold","producer,director,writer","tt0358273,tt1950186,tt3315342,tt0113280"
"The General's Daughter","$22,332,053",2856,"tt0001638","short","The General's Daughter",FALSE,1911,NA,"Drama,Short","\N",NA,NA,NA
"Sing 2","$22,326,230",3892,"tt6467266","movie","Sing 2",FALSE,2021,110,"Adventure,Animation,Comedy","nm2888554,nm1134029",NA,NA,NA
"Planes","$22,232,291",3702,"tt0647352","tvEpisode","Planes",FALSE,1990,NA,"Drama","nm0957198","Randy Zisk","producer,director,writer","tt0312172,tt0106057,tt0281445,tt0094510"
"Disturbia","$22,224,982",2925,"tt0486822","movie","Disturbia",FALSE,2007,105,"Crime,Drama,Mystery","nm0142286","D.J. Caruso","director,producer,writer","tt1059786,tt0107843,tt1293847,tt1464540"
"Legally Blonde 2: Red, White & Blonde","$22,220,670",3350,"tt0333780","movie","Legally Blonde 2: Red, White & Blonde",FALSE,2003,95,"Comedy","nm0379237","Charles Herman-Wurmfeld","director,actor,producer","tt7378938,tt0814130,tt0333780,tt0264761"
"Monster House","$22,217,226",3553,"tt0364842","tvSeries","Monster House",FALSE,2003,60,"Reality-TV","nm1618213,nm0941641,nm1385801,nm0365802,nm0768957,nm0914889,nm1583080",NA,NA,NA
"Freaky Friday","$22,203,007",2954,"tt0076054","movie","Freaky Friday",FALSE,1976,95,"Comedy,Family,Fantasy","nm0625379","Gary Nelson","director,assistant_director,producer","tt0115163,tt0075597,tt0078869,tt0058805"
"Kill Bill: Vol. 1","$22,200,000",3102,"tt0266697","movie","Kill Bill: Vol. 1",FALSE,2003,111,"Action,Crime,Thriller","nm0000233","Quentin Tarantino","writer,actor,producer","tt0105236,tt7131622,tt0110912,tt0116367"
"Die Hard with a Vengeance","$22,162,245",2525,"tt0112864","movie","Die Hard with a Vengeance",FALSE,1995,128,"Action,Adventure,Thriller","nm0001532","John McTiernan","director,producer,writer","tt0093773,tt0246894,tt0107362,tt0095016"
"Poseidon","$22,155,410",3555,"tt0409182","movie","Poseidon",FALSE,2006,98,"Action,Adventure,Thriller","nm0000583","Wolfgang Petersen","director,producer,writer","tt0118571,tt0089092,tt0114069,tt0082096"
"Diary of a Wimpy Kid","$22,126,166",3077,"tt10766878","tvEpisode","Diary of a Wimpy Kid",FALSE,2019,NA,"Music","nm5456288","Raqi Lily","producer,director,assistant_director","tt4366170,tt11207736,tt10288502,tt9466198"
"Ghost Rider: Spirit of Vengeance","$22,115,334",3174,"tt1071875","movie","Ghost Rider: Spirit of Vengeance",FALSE,2011,96,"Action,Adventure,Fantasy","nm0004410,nm0962729",NA,NA,NA
"It's Complicated","$22,100,820",2887,"tt10427664","tvEpisode","It's Complicated",FALSE,2019,37,"Comedy","nm1540586","Jojo Nones","writer,miscellaneous,assistant_director","tt14241412,tt5446092,tt24072704,tt14566142"
"Ladder 49","$22,088,204",3260,"tt0349710","movie","Ladder 49",FALSE,2004,115,"Action,Drama,Thriller","nm0751221","Jay Russell","director,producer,writer","tt0156812,tt0349710,tt0760329,tt0283084"
"Road to Perdition","$22,079,481",1797,"tt0257044","movie","Road to Perdition",FALSE,2002,117,"Crime,Drama,Thriller","nm0005222","Sam Mendes","producer,director,miscellaneous","tt1074638,tt8579674,tt0959337,tt0257044"
"Starship Troopers","$22,058,773",2971,"tt0120201","movie","Starship Troopers",FALSE,1997,129,"Action,Adventure,Sci-Fi","nm0000682","Paul Verhoeven","director,producer,writer","tt3716530,tt0093870,tt0164052,tt0389557"
"Star Trek: Insurrection","$22,052,836",2620,"tt0120844","movie","Star Trek: Insurrection",FALSE,1998,103,"Action,Adventure,Sci-Fi","nm0000408","Jonathan Frakes","actor,director,producer","tt0120844,tt0111280,tt0253754,tt0117731"
"Chronicle","$22,004,098",2907,"tt0179720","tvMovie","Chronicle",FALSE,1991,NA,"\N","\N",NA,NA,NA
"The Monuments Men","$22,003,433",3083,"tt2177771","movie","The Monuments Men",FALSE,2014,118,"Comedy,Drama,History","nm0000123","George Clooney","actor,producer,director","tt0465538,tt1193138,tt1124035,tt0433383"
"Candyman","$22,001,750",3569,"tt0103919","movie","Candyman",FALSE,1992,99,"Horror,Thriller","nm0741262","Bernard Rose","director,writer,cinematographer","tt4086032,tt0238321,tt0103919,tt0098061"
"Star Wars: Episode V - The Empire Strikes Back1997 Special Edition","$21,975,993",2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hide and Seek","$21,959,233",3005,"tt0002956","short","Hide and Seek",FALSE,1913,6,"Comedy,Short","nm0784407","Mack Sennett","producer,actor,director","tt0012701,tt0023040,tt0018951,tt0229411"
"Diary of a Mad Black Woman","$21,905,089",1483,"tt0422093","movie","Diary of a Mad Black Woman",FALSE,2005,116,"Comedy,Drama,Romance","nm0335337","Darren Grant","director,producer,miscellaneous","tt1064899,tt7440726,tt11794642,tt4270492"
"Inspector Gadget","$21,889,138",2814,"tt0085033","tvSeries","Inspector Gadget",FALSE,1983,30,"Action,Adventure,Animation","nm0080588,nm0184982,nm0202867,nm0415422,nm0827275,nm0223403,nm0847386",NA,NA,NA
"Unknown","$21,856,389",3043,"tt0450340","movie","Unknown",FALSE,2006,85,"Crime,Drama,Mystery","nm1868746","Simon Brand","director,producer,actor","tt1871257,tt0450340,tt0475860"
"Dolittle","$21,844,045",4155,"tt11625976","tvEpisode","Dolittle",FALSE,2020,NA,"Comedy","\N",NA,NA,NA
"Stomp the Yard","$21,833,312",2051,"tt0775539","movie","Stomp the Yard",FALSE,2007,115,"Drama,Music,Romance","nm1234893","Sylvain White","director,writer,producer","tt2354215,tt0775539,tt2149175,tt0480255"
"Notting Hill","$21,811,180",2747,"tt0125439","movie","Notting Hill",FALSE,1999,124,"Comedy,Drama,Romance","nm0585011","Roger Michell","director,writer,producer","tt0375735,tt4411596,tt0489327,tt0125439"
"Lara Croft: Tomb Raider - The Cradle of Life","$21,783,641",3222,"tt0325703","movie","Lara Croft: Tomb Raider - The Cradle of Life",FALSE,2003,117,"Action,Adventure,Fantasy","nm0000957","Jan de Bont","cinematographer,camera_department,producer","tt0111257,tt0181689,tt0117998,tt0171363"
"RED","$21,761,408",3255,"tt10133178","tvSeries","RED",FALSE,NA,NA,"Sci-Fi","\N",NA,NA,NA
"Neighbors 2: Sorority Rising","$21,760,405",3384,"tt4438848","movie","Neighbors 2: Sorority Rising",FALSE,2016,92,"Comedy","nm0831557","Nicholas Stoller","producer,writer,director","tt4624424,tt2281587,tt1204342,tt4438848"
"Underworld","$21,753,759",2915,"tt0018526","movie","Underworld",FALSE,1927,80,"Crime,Drama,Film-Noir","nm0903049,nm0744504",NA,NA,NA
"Die Hard 2","$21,744,661",2507,"tt0099423","movie","Die Hard 2",FALSE,1990,124,"Action,Thriller","nm0001317","Renny Harlin","producer,director,writer","tt0106582,tt0132245,tt0112760,tt1905040"
"Texas Chainsaw","$21,744,470",2654,"tt1572315","movie","Texas Chainsaw 3D",FALSE,2013,92,"Horror,Thriller","nm0525141","John Luessenhop","director,writer,producer","tt0210359,tt1572315,tt2620590,tt1135084"
"Garfield","$21,727,611",3094,"tt0297134","videoGame","Garfield",FALSE,1983,NA,"Action,Family","\N",NA,NA,NA
"Shaft","$21,714,757",2337,"tt0067741","movie","Shaft",FALSE,1971,100,"Action,Crime,Thriller","nm0662953","Gordon Parks","director,writer,actor","tt0064579,tt7125860,tt0104797,tt0067741"
"Cats & Dogs","$21,707,617",3040,"tt0239395","movie","Cats & Dogs",FALSE,2001,87,"Action,Adventure,Comedy","nm0349183","Lawrence Guterman","director,producer,writer","tt0109999,tt3704050,tt0239395,tt0362165"
"Eyes Wide Shut","$21,706,163",2411,"tt0120663","movie","Eyes Wide Shut",FALSE,1999,159,"Drama,Mystery,Thriller","nm0000040","Stanley Kubrick","director,writer,producer","tt0072684,tt0093058,tt0066921,tt0062622"
"Spy Game","$21,689,125",2770,"tt0118478","tvSeries","Spy Game",FALSE,1997,60,"Action,Adventure,Comedy","nm0498991,nm0031398,nm0292419,nm0444709,nm0484464,nm0505420,nm0506461,nm0593576,nm0779830,nm0463926,nm0470971,nm0779641",NA,NA,NA
"Lights Out","$21,688,103",2818,"tt0014199","movie","Lights Out",FALSE,1923,70,"Crime,Drama","nm0763453","Alfred Santell","director,writer,producer","tt0034510,tt0018253,tt0028511,tt0019104"
"RoboCop","$21,681,430",3372,"tt0093870","movie","RoboCop",FALSE,1987,102,"Action,Crime,Sci-Fi","nm0000682","Paul Verhoeven","director,producer,writer","tt3716530,tt0093870,tt0164052,tt0389557"
"My Best Friend's Wedding","$21,678,377",2134,"tt0119738","movie","My Best Friend's Wedding",FALSE,1997,105,"Comedy,Drama,Romance","nm0389591","P.J. Hogan","writer,director,assistant_director","tt2910904,tt0119738,tt0110598,tt0316396"
"Bumblebee","$21,654,047",3550,"tt1239342","short","Bumblebee",FALSE,2007,6,"Short","nm1743387","Jonathan van Tulleken","director,miscellaneous,writer","tt8594028,tt2788316,tt8559532,tt1830379"
"Temptation: Confessions of a Marriage Counselor","$21,641,679",2047,"tt2070862","movie","Temptation: Confessions of a Marriage Counselor",FALSE,2013,111,"Drama","nm1347153","Tyler Perry","writer,director,producer","tt0422093,tt0455612,tt2267998,tt1142800"
"London Has Fallen","$21,635,601",3490,"tt3300542","movie","London Has Fallen",FALSE,2016,99,"Action,Thriller","nm0619836","Babak Najafi","director,writer,editor","tt0245385,tt3300542,tt1548629,tt3454016"
"Little Man","$21,613,176",2533,"tt0152430","movie","Shraga Katan",FALSE,1978,90,"Drama","nm0720745","Ze'ev Revach","actor,director,writer","tt0340013,tt0117420,tt0143941,tt3163304"
"When a Stranger Calls","$21,607,203",2999,"tt0080130","movie","When a Stranger Calls",FALSE,1979,97,"Horror,Mystery,Thriller","nm0910510","Fred Walton","director,writer,actor","tt0455857,tt0080130,tt0087378,tt0093881"
"Fool's Gold","$21,589,295",3125,"tt0010134","movie","Fool's Gold",FALSE,1919,NA,"Drama","nm0872868","Laurence Trimble","director,writer,actor","tt0017186,tt0325357,tt0012971,tt0130095"
"Tammy","$21,577,049",3465,"tt0058849","tvSeries","Tammy",FALSE,1965,30,"Comedy","nm0548965,nm0587804,nm0661577,nm0329574,nm0599943,nm0625383,nm0831868,nm0739987",NA,NA,NA
"Christmas with the Kranks","$21,570,867",3393,"tt0388419","movie","Christmas with the Kranks",FALSE,2004,99,"Comedy,Family","nm0005387","Joe Roth","producer,director,miscellaneous","tt0356618,tt0427309,tt1587310,tt0314353"
"You, Me and Dupree","$21,525,560",3131,"tt0463034","movie","You, Me and Dupree",FALSE,2006,110,"Comedy,Romance","nm0751577,nm0751648",NA,NA,NA
"Pete's Dragon","$21,514,095",3702,"tt0076538","movie","Pete's Dragon",FALSE,1977,128,"Adventure,Animation,Comedy","nm0149548,nm0089940",NA,NA,NA
"American Reunion","$21,514,080",3192,"tt0074133","movie","American Reunion",FALSE,1976,90,"Documentary","nm0569000","Darren McGavin","actor,director,producer","tt0091828,tt0085334,tt0112508,tt0067490"
"Cruella","$21,496,997",3892,"tt13045126","video","Cruella",TRUE,2013,154,"Adult,Comedy","\N",NA,NA,NA
"The 40-Year-Old Virgin","$21,422,815",2845,"tt0405422","movie","The 40 Year Old Virgin",FALSE,2005,116,"Comedy,Romance","nm0031976","Judd Apatow","producer,writer,director","tt0478311,tt0405422,tt1723816,tt9686708"
"The Stepford Wives","$21,406,781",3057,"tt0073747","movie","The Stepford Wives",FALSE,1975,115,"Horror,Mystery,Sci-Fi","nm0285302","Bryan Forbes","actor,writer,director","tt0053602,tt0054953,tt0061180,tt0058557"
"Good Boys","$21,402,605",3204,"tt0462726","movie","Yeladim Tovim",FALSE,2005,75,"Crime,Drama,Romance","nm1937252","Yair Hochner","director,producer,writer","tt0462726,tt1234240,tt1362076,tt4634652"
"Safe Haven","$21,401,594",3223,"tt0219285","movie","Safe Haven",FALSE,1995,84,"Drama,Thriller","nm1173226","Debbie Shuter","producer,director,production_manager","tt0219285,tt3113128,tt1653700,tt2033239"
"The Forbidden Kingdom","$21,401,121",3151,"tt0623183","tvEpisode","The Forbidden Kingdom",FALSE,1975,50,"Adventure,Drama,Western","nm0381638","Gordon Hessler","producer,director,writer","tt0097435,tt0089835,tt0065597,tt0064949"
"The Hitman's Bodyguard","$21,384,504",3377,"tt13624542","tvEpisode","The Hitman's Bodyguard",FALSE,2017,12,"Comedy,Talk-Show","\N",NA,NA,NA
"Angel Has Fallen","$21,380,987",3286,"tt13773926","tvEpisode","Angel Has Fallen",FALSE,2019,17,"Comedy,Talk-Show","\N",NA,NA,NA
"Ice Age: Collision Course","$21,373,064",3992,"tt10766746","tvEpisode","Ice Age: Collision Course",FALSE,2019,NA,"Music","nm5456288","Raqi Lily","producer,director,assistant_director","tt4366170,tt11207736,tt10288502,tt9466198"
"Why Did I Get Married?","$21,353,789",2011,"tt0840040","video","Why Did I Get Married?",FALSE,2006,131,"Comedy,Drama,Musical","nm1347153","Tyler Perry","writer,director,producer","tt0422093,tt0455612,tt2267998,tt1142800"
"Turbo","$21,312,625",3806,"tt0211172","tvSeries","Turbo",FALSE,2000,90,"Crime,Drama,Mystery","nm0094572","Antonio Bonifacio","assistant_director,director,actor","tt0151310,tt0099050,tt0114552,tt0180634"
"Storks","$21,311,407",3922,"tt13292336","movie","Storks",FALSE,NA,NA,"Drama","\N",NA,NA,NA
"My Bloody Valentine","$21,241,456",2534,"tt0082782","movie","My Bloody Valentine",FALSE,1981,90,"Horror,Mystery,Thriller","nm0586198","George Mihalka","director,producer,miscellaneous","tt0082782,tt1540404,tt0088830,tt0106931"
"Happy Feet Two","$21,237,068",3606,"tt1402488","movie","Happy Feet Two",FALSE,2011,117,"Adventure,Animation,Comedy","nm0248495,nm0004306,nm1668276",NA,NA,NA
"Demon Slayer the Movie: Mugen Train","$21,234,994",1614,"tt11032374","movie","Kimetsu no Yaiba: Mugen Ressha-Hen",FALSE,2020,117,"Action,Adventure,Animation","nm1417038","Haruo Sotozaki","animation_department,director,art_department","tt9335498,tt0275277,tt11032374,tt16492678"
"Boo 2! A Madea Halloween","$21,226,953",2388,"tt6217804","movie","Tyler Perry's Boo 2! A Madea Halloween",FALSE,2017,101,"Comedy,Drama,Horror","nm1347153","Tyler Perry","writer,director,producer","tt0422093,tt0455612,tt2267998,tt1142800"
"Payback","$21,221,526",2729,"tt0095840","movie","Payback",FALSE,1990,90,"Action,Comedy,Crime","nm0709527","Addison Randall","actor,writer,assistant_director","tt0145464,tt0095840,tt0150931,tt0144882"
"Four Brothers","$21,176,925",2533,"tt0430105","movie","Four Brothers",FALSE,2005,109,"Action,Crime,Drama","nm0005436","John Singleton","producer,writer,director","tt0162650,tt0430105,tt0101507,tt0255819"
"Waterworld","$21,171,780",2268,"tt0114898","movie","Waterworld",FALSE,1995,135,"Action,Adventure,Sci-Fi","nm0721817","Kevin Reynolds","director,writer,assistant_director","tt3231054,tt0245844,tt0114898,tt0102798"
"The Adjustment Bureau","$21,157,730",2840,"tt1385826","movie","The Adjustment Bureau",FALSE,2011,106,"Crime,Mystery,Romance","nm1079776","George Nolfi","writer,producer,director","tt1385826,tt0440963,tt6285944,tt0349903"
"Dragon Ball Super: Super Hero","$21,126,919",3018,"tt14614892","movie","Dragon Ball Super: Super Hero",FALSE,2022,100,"Action,Adventure,Animation","nm10429652","Tetsuro Kodama","director,animation_department","tt3011126,tt10892122,tt14614892"
"The Hitchhiker's Guide to the Galaxy","$21,103,203",3133,"tt0081874","tvSeries","The Hitchhiker's Guide to the Galaxy",FALSE,1981,152,"Adventure,Comedy,Sci-Fi","nm0068007","Alan J.W. Bell","director,producer,editor","tt0075568,tt0069602,tt0135091,tt0174882"
"Bride Wars","$21,058,173",3226,"tt0901476","movie","Bride Wars",FALSE,2009,89,"Comedy,Romance","nm0935095","Gary Winick","producer,director,editor","tt0271219,tt0165986,tt0892318,tt0413895"
"13 Going on 30","$21,054,283",3438,"tt0337563","movie","13 Going on 30",FALSE,2004,98,"Comedy,Fantasy,Romance","nm0935095","Gary Winick","producer,director,editor","tt0271219,tt0165986,tt0892318,tt0413895"
"Resident Evil: Retribution","$21,052,227",3012,"tt1855325","movie","Resident Evil: Retribution",FALSE,2012,95,"Action,Horror,Sci-Fi","nm0027271","Paul W.S. Anderson","writer,producer,director","tt1509767,tt0119081,tt0318627,tt0113855"
"Project X","$21,051,363",3055,"tt0041770","movie","Project X",FALSE,1949,60,"Action,Adventure,Drama","nm0598723","Edward Montagne","producer,director,production_manager","tt0041770,tt0074042,tt0048872,tt0041040"
"Law Abiding Citizen","$21,039,502",2890,"tt11003504","tvEpisode","Law Abiding Citizen",FALSE,2019,NA,"Comedy","nm7642405","Hamish T.F. Crawford","writer,director,actor","tt8531002,tt5098146"
